epoch (ms),time (10:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1592533151233,2020-06-19T12.19.11.233,71.675,-0.000147063,-0.000183563,-0.000283625
1592533151273,2020-06-19T12.19.11.273,71.715,-0.000148500,-0.000182500,-0.000284750
1592533151314,2020-06-19T12.19.11.314,71.756,-0.000148125,-0.000183563,-0.000283688
1592533151353,2020-06-19T12.19.11.353,71.795,-0.000148500,-0.000183938,-0.000285188
1592533151394,2020-06-19T12.19.11.394,71.836,-0.000148125,-0.000183250,-0.000286375
1592533151434,2020-06-19T12.19.11.434,71.876,-0.000146688,-0.000181750,-0.000284000
1592533151475,2020-06-19T12.19.11.475,71.917,-0.000146688,-0.000186125,-0.000279063
1592533151514,2020-06-19T12.19.11.514,71.956,-0.000144188,-0.000188313,-0.000274063
1592533151555,2020-06-19T12.19.11.555,71.997,-0.000143063,-0.000191938,-0.000263750
1592533151595,2020-06-19T12.19.11.595,72.037,-0.000139438,-0.000195500,-0.000256375
1592533151636,2020-06-19T12.19.11.636,72.078,-0.000138375,-0.000197000,-0.000249563
1592533151675,2020-06-19T12.19.11.675,72.117,-0.000135125,-0.000200938,-0.000242188
1592533151717,2020-06-19T12.19.11.717,72.159,-0.000135813,-0.000201688,-0.000236063
1592533151756,2020-06-19T12.19.11.756,72.198,-0.000136563,-0.000212563,-0.000233375
1592533151797,2020-06-19T12.19.11.797,72.239,-0.000136563,-0.000200938,-0.000232250
1592533151837,2020-06-19T12.19.11.837,72.279,-0.000134750,-0.000199500,-0.000236500
1592533151878,2020-06-19T12.19.11.878,72.320,-0.000136563,-0.000197688,-0.000240375
1592533151919,2020-06-19T12.19.11.919,72.361,-0.000137313,-0.000199500,-0.000241125
1592533151958,2020-06-19T12.19.11.958,72.400,-0.000137313,-0.000199875,-0.000243000
1592533151999,2020-06-19T12.19.11.999,72.441,-0.000139125,-0.000198063,-0.000245688
1592533152039,2020-06-19T12.19.12.039,72.481,-0.000137625,-0.000197688,-0.000248063
1592533152080,2020-06-19T12.19.12.080,72.522,-0.000140563,-0.000197000,-0.000251063
1592533152119,2020-06-19T12.19.12.119,72.561,-0.000138750,-0.000194438,-0.000253750
1592533152160,2020-06-19T12.19.12.160,72.602,-0.000140938,-0.000195188,-0.000255750
1592533152200,2020-06-19T12.19.12.200,72.642,-0.000138750,-0.000195563,-0.000256438
1592533152241,2020-06-19T12.19.12.241,72.683,-0.000139125,-0.000192250,-0.000256813
1592533152280,2020-06-19T12.19.12.280,72.722,-0.000139813,-0.000195875,-0.000258000
1592533152321,2020-06-19T12.19.12.321,72.763,-0.000141625,-0.000194438,-0.000258000
1592533152361,2020-06-19T12.19.12.361,72.803,-0.000140563,-0.000194063,-0.000259125
1592533152402,2020-06-19T12.19.12.402,72.844,-0.000142000,-0.000192625,-0.000261438
1592533152442,2020-06-19T12.19.12.442,72.884,-0.000140938,-0.000191938,-0.000262125
1592533152483,2020-06-19T12.19.12.483,72.925,-0.000140563,-0.000195875,-0.000262563
1592533152522,2020-06-19T12.19.12.522,72.964,-0.000142000,-0.000190813,-0.000263813
1592533152563,2020-06-19T12.19.12.563,73.005,-0.000142000,-0.000191938,-0.000266063
1592533152603,2020-06-19T12.19.12.603,73.045,-0.000143813,-0.000191563,-0.000266875
1592533152644,2020-06-19T12.19.12.644,73.086,-0.000143438,-0.000191563,-0.000267188
1592533152683,2020-06-19T12.19.12.683,73.125,-0.000141250,-0.000194438,-0.000269875
1592533152724,2020-06-19T12.19.12.724,73.166,-0.000142688,-0.000190813,-0.000269438
1592533152765,2020-06-19T12.19.12.765,73.207,-0.000144188,-0.000189375,-0.000274063
1592533152805,2020-06-19T12.19.12.805,73.247,-0.000143813,-0.000187938,-0.000275188
1592533152846,2020-06-19T12.19.12.846,73.288,-0.000143063,-0.000186813,-0.000276375
1592533152885,2020-06-19T12.19.12.885,73.327,-0.000144500,-0.000186813,-0.000277875
1592533152926,2020-06-19T12.19.12.926,73.368,-0.000144563,-0.000183938,-0.000279063
1592533152966,2020-06-19T12.19.12.966,73.408,-0.000143438,-0.000186813,-0.000278625
1592533153007,2020-06-19T12.19.13.007,73.449,-0.000144188,-0.000185375,-0.000279000
1592533153047,2020-06-19T12.19.13.047,73.489,-0.000144188,-0.000185063,-0.000280250
1592533153088,2020-06-19T12.19.13.088,73.530,-0.000144188,-0.000186125,-0.000280250
1592533153127,2020-06-19T12.19.13.127,73.569,-0.000144188,-0.000186813,-0.000280625
1592533153168,2020-06-19T12.19.13.168,73.610,-0.000145250,-0.000184688,-0.000281688
1592533153208,2020-06-19T12.19.13.208,73.650,-0.000145625,-0.000185063,-0.000282875
1592533153249,2020-06-19T12.19.13.249,73.691,-0.000147438,-0.000183938,-0.000284813
1592533153288,2020-06-19T12.19.13.288,73.730,-0.000149938,-0.000182875,-0.000285188
1592533153329,2020-06-19T12.19.13.329,73.771,-0.000146000,-0.000183250,-0.000283688
1592533153369,2020-06-19T12.19.13.369,73.811,-0.000148125,-0.000186125,-0.000281313
1592533153410,2020-06-19T12.19.13.410,73.852,-0.000147813,-0.000185750,-0.000278688
1592533153449,2020-06-19T12.19.13.449,73.891,-0.000147438,-0.000198813,-0.000277188
1592533153490,2020-06-19T12.19.13.490,73.932,-0.000148500,-0.000187563,-0.000276000
1592533153530,2020-06-19T12.19.13.530,73.972,-0.000146375,-0.000187563,-0.000274063
1592533153571,2020-06-19T12.19.13.571,74.013,-0.000147063,-0.000188625,-0.000272938
1592533153612,2020-06-19T12.19.13.612,74.054,-0.000147438,-0.000189375,-0.000272188
1592533153652,2020-06-19T12.19.13.652,74.094,-0.000145250,-0.000187563,-0.000273313
1592533153693,2020-06-19T12.19.13.693,74.135,-0.000147063,-0.000188625,-0.000272188
1592533153732,2020-06-19T12.19.13.732,74.174,-0.000144500,-0.000189750,-0.000271375
1592533153773,2020-06-19T12.19.13.773,74.215,-0.000145625,-0.000186813,-0.000270938
1592533153813,2020-06-19T12.19.13.813,74.255,-0.000145625,-0.000189375,-0.000270938
1592533153854,2020-06-19T12.19.13.854,74.296,-0.000146000,-0.000188625,-0.000271813
1592533153893,2020-06-19T12.19.13.893,74.335,-0.000145250,-0.000189000,-0.000274438
1592533153934,2020-06-19T12.19.13.934,74.376,-0.000146688,-0.000189750,-0.000275188
1592533153974,2020-06-19T12.19.13.974,74.416,-0.000146000,-0.000187563,-0.000275250
1592533154015,2020-06-19T12.19.14.015,74.457,-0.000146000,-0.000186125,-0.000277563
1592533154054,2020-06-19T12.19.14.054,74.496,-0.000147813,-0.000186125,-0.000278750
1592533154095,2020-06-19T12.19.14.095,74.537,-0.000147063,-0.000192625,-0.000279125
1592533154135,2020-06-19T12.19.14.135,74.577,-0.000145250,-0.000186125,-0.000277938
1592533154176,2020-06-19T12.19.14.176,74.618,-0.000145250,-0.000188625,-0.000277938
1592533154216,2020-06-19T12.19.14.216,74.658,-0.000145625,-0.000186500,-0.000278000
1592533154257,2020-06-19T12.19.14.257,74.699,-0.000146000,-0.000186500,-0.000279875
1592533154296,2020-06-19T12.19.14.296,74.738,-0.000146375,-0.000187188,-0.000278375
1592533154337,2020-06-19T12.19.14.337,74.779,-0.000144875,-0.000187563,-0.000277125
1592533154377,2020-06-19T12.19.14.377,74.819,-0.000146000,-0.000187938,-0.000276375
1592533154418,2020-06-19T12.19.14.418,74.860,-0.000145250,-0.000187188,-0.000276813
1592533154457,2020-06-19T12.19.14.457,74.899,-0.000146688,-0.000186125,-0.000277563
1592533154498,2020-06-19T12.19.14.498,74.940,-0.000147813,-0.000187938,-0.000278000
1592533154538,2020-06-19T12.19.14.538,74.980,-0.000147438,-0.000185063,-0.000279875
1592533154579,2020-06-19T12.19.14.579,75.021,-0.000148500,-0.000185063,-0.000281500
1592533154618,2020-06-19T12.19.14.618,75.060,-0.000147813,-0.000183938,-0.000279875
1592533154659,2020-06-19T12.19.14.659,75.101,-0.000145250,-0.000185375,-0.000279438
1592533154699,2020-06-19T12.19.14.699,75.141,-0.000145250,-0.000186125,-0.000278688
1592533154740,2020-06-19T12.19.14.740,75.182,-0.000144875,-0.000185375,-0.000276438
1592533154779,2020-06-19T12.19.14.779,75.221,-0.000143438,-0.000187188,-0.000274125
1592533154821,2020-06-19T12.19.14.821,75.263,-0.000143063,-0.000190125,-0.000268375
1592533154860,2020-06-19T12.19.14.860,75.302,-0.000140188,-0.000191938,-0.000263375
1592533154901,2020-06-19T12.19.14.901,75.343,-0.000139438,-0.000193000,-0.000258438
1592533154941,2020-06-19T12.19.14.941,75.383,-0.000140938,-0.000195563,-0.000252250
1592533154982,2020-06-19T12.19.14.982,75.424,-0.000139813,-0.000197000,-0.000248375
1592533155023,2020-06-19T12.19.15.023,75.465,-0.000136563,-0.000197688,-0.000244938
1592533155062,2020-06-19T12.19.15.062,75.504,-0.000138375,-0.000198813,-0.000243438
1592533155103,2020-06-19T12.19.15.103,75.545,-0.000137625,-0.000196250,-0.000245313
1592533155143,2020-06-19T12.19.15.143,75.585,-0.000137688,-0.000197688,-0.000245438
1592533155184,2020-06-19T12.19.15.184,75.626,-0.000136188,-0.000199500,-0.000241938
1592533155223,2020-06-19T12.19.15.223,75.665,-0.000139438,-0.000198063,-0.000240375
1592533155264,2020-06-19T12.19.15.264,75.706,-0.000138750,-0.000198813,-0.000243813
1592533155304,2020-06-19T12.19.15.304,75.746,-0.000139125,-0.000198438,-0.000250000
1592533155345,2020-06-19T12.19.15.345,75.787,-0.000140188,-0.000196250,-0.000252313
1592533155384,2020-06-19T12.19.15.384,75.826,-0.000139125,-0.000197375,-0.000255375
1592533155425,2020-06-19T12.19.15.425,75.867,-0.000140188,-0.000197375,-0.000257250
1592533155465,2020-06-19T12.19.15.465,75.907,-0.000141250,-0.000193000,-0.000259250
1592533155506,2020-06-19T12.19.15.506,75.948,-0.000142000,-0.000199188,-0.000261500
1592533155546,2020-06-19T12.19.15.546,75.988,-0.000141625,-0.000199875,-0.000261875
1592533155587,2020-06-19T12.19.15.587,76.029,-0.000143063,-0.000194438,-0.000264188
1592533155626,2020-06-19T12.19.15.626,76.068,-0.000142750,-0.000191188,-0.000265750
1592533155667,2020-06-19T12.19.15.667,76.109,-0.000142375,-0.000189750,-0.000266438
1592533155707,2020-06-19T12.19.15.707,76.149,-0.000143813,-0.000189750,-0.000268375
1592533155748,2020-06-19T12.19.15.748,76.190,-0.000144875,-0.000190125,-0.000270313
1592533155787,2020-06-19T12.19.15.787,76.229,-0.000144188,-0.000189750,-0.000269938
1592533155828,2020-06-19T12.19.15.828,76.270,-0.000146000,-0.000187563,-0.000272688
1592533155868,2020-06-19T12.19.15.868,76.310,-0.000144563,-0.000188313,-0.000274875
1592533155909,2020-06-19T12.19.15.909,76.351,-0.000143813,-0.000187188,-0.000275313
1592533155948,2020-06-19T12.19.15.948,76.390,-0.000146375,-0.000185750,-0.000277563
1592533155989,2020-06-19T12.19.15.989,76.431,-0.000144875,-0.000187188,-0.000279125
1592533156029,2020-06-19T12.19.16.029,76.471,-0.000148875,-0.000186125,-0.000279875
1592533156070,2020-06-19T12.19.16.070,76.512,-0.000147063,-0.000184313,-0.000282563
1592533156110,2020-06-19T12.19.16.110,76.552,-0.000143063,-0.000183563,-0.000283313
1592533156151,2020-06-19T12.19.16.151,76.593,-0.000144188,-0.000184313,-0.000282188
1592533156190,2020-06-19T12.19.16.190,76.632,-0.000144188,-0.000183563,-0.000282563
1592533156231,2020-06-19T12.19.16.231,76.673,-0.000146375,-0.000183938,-0.000282563
1592533156271,2020-06-19T12.19.16.271,76.713,-0.000147063,-0.000183938,-0.000281813
1592533156312,2020-06-19T12.19.16.312,76.754,-0.000146375,-0.000184688,-0.000283000
1592533156351,2020-06-19T12.19.16.351,76.793,-0.000147063,-0.000184688,-0.000283313
1592533156392,2020-06-19T12.19.16.392,76.834,-0.000147438,-0.000183938,-0.000282563
1592533156432,2020-06-19T12.19.16.432,76.874,-0.000148188,-0.000183250,-0.000283000
1592533156473,2020-06-19T12.19.16.473,76.915,-0.000145625,-0.000185063,-0.000282188
1592533156512,2020-06-19T12.19.16.512,76.954,-0.000147813,-0.000183250,-0.000282188
1592533156553,2020-06-19T12.19.16.553,76.995,-0.000147438,-0.000183938,-0.000281438
1592533156594,2020-06-19T12.19.16.594,77.036,-0.000147813,-0.000184688,-0.000280313
1592533156634,2020-06-19T12.19.16.634,77.076,-0.000146000,-0.000186125,-0.000280250
1592533156675,2020-06-19T12.19.16.675,77.117,-0.000147063,-0.000190125,-0.000277188
1592533156715,2020-06-19T12.19.16.715,77.157,-0.000145250,-0.000187938,-0.000274125
1592533156756,2020-06-19T12.19.16.756,77.198,-0.000145625,-0.000189000,-0.000271813
1592533156795,2020-06-19T12.19.16.795,77.237,-0.000143438,-0.000193000,-0.000266063
1592533156836,2020-06-19T12.19.16.836,77.278,-0.000142000,-0.000194813,-0.000260313
1592533156876,2020-06-19T12.19.16.876,77.318,-0.000142375,-0.000197000,-0.000253063
1592533156917,2020-06-19T12.19.16.917,77.359,-0.000140188,-0.000196250,-0.000251500
1592533156956,2020-06-19T12.19.16.956,77.398,-0.000140938,-0.000198813,-0.000248438
1592533156997,2020-06-19T12.19.16.997,77.439,-0.000137625,-0.000203875,-0.000245750
1592533157037,2020-06-19T12.19.17.037,77.479,-0.000138000,-0.000198063,-0.000243438
1592533157078,2020-06-19T12.19.17.078,77.520,-0.000139438,-0.000198063,-0.000246125
1592533157117,2020-06-19T12.19.17.117,77.559,-0.000138750,-0.000197688,-0.000248438
1592533157158,2020-06-19T12.19.17.158,77.600,-0.000138750,-0.000195188,-0.000250375
1592533157198,2020-06-19T12.19.17.198,77.640,-0.000138750,-0.000195875,-0.000252250
1592533157239,2020-06-19T12.19.17.239,77.681,-0.000140188,-0.000195188,-0.000258438
1592533157279,2020-06-19T12.19.17.279,77.721,-0.000140563,-0.000193750,-0.000259563
1592533157320,2020-06-19T12.19.17.320,77.762,-0.000142750,-0.000193000,-0.000262250
1592533157359,2020-06-19T12.19.17.359,77.801,-0.000140563,-0.000192313,-0.000264625
1592533157400,2020-06-19T12.19.17.400,77.842,-0.000142375,-0.000192313,-0.000266500
1592533157440,2020-06-19T12.19.17.440,77.882,-0.000141250,-0.000190813,-0.000267250
1592533157481,2020-06-19T12.19.17.481,77.923,-0.000143063,-0.000190500,-0.000268375
1592533157520,2020-06-19T12.19.17.520,77.962,-0.000144188,-0.000189375,-0.000270313
1592533157561,2020-06-19T12.19.17.561,78.003,-0.000144188,-0.000187563,-0.000271063
1592533157601,2020-06-19T12.19.17.601,78.043,-0.000142375,-0.000189000,-0.000274125
1592533157642,2020-06-19T12.19.17.642,78.084,-0.000144875,-0.000187188,-0.000274938
1592533157681,2020-06-19T12.19.17.681,78.123,-0.000146375,-0.000187563,-0.000275313
1592533157722,2020-06-19T12.19.17.722,78.164,-0.000144875,-0.000186500,-0.000276125
1592533157762,2020-06-19T12.19.17.762,78.204,-0.000147438,-0.000183563,-0.000276813
1592533157803,2020-06-19T12.19.17.803,78.245,-0.000144563,-0.000186875,-0.000277250
1592533157842,2020-06-19T12.19.17.842,78.284,-0.000145625,-0.000184688,-0.000277250
1592533157883,2020-06-19T12.19.17.883,78.325,-0.000146375,-0.000185438,-0.000275750
1592533157923,2020-06-19T12.19.17.923,78.365,-0.000144563,-0.000187563,-0.000276875
1592533157964,2020-06-19T12.19.17.964,78.406,-0.000143813,-0.000187188,-0.000277313
1592533158005,2020-06-19T12.19.18.005,78.447,-0.000146000,-0.000186875,-0.000274938
1592533158045,2020-06-19T12.19.18.045,78.487,-0.000143063,-0.000188313,-0.000271875
1592533158084,2020-06-19T12.19.18.084,78.526,-0.000142750,-0.000190500,-0.000270750
1592533158125,2020-06-19T12.19.18.125,78.567,-0.000143125,-0.000190813,-0.000266563
1592533158165,2020-06-19T12.19.18.165,78.607,-0.000143813,-0.000192250,-0.000263000
1592533158206,2020-06-19T12.19.18.206,78.648,-0.000140938,-0.000193375,-0.000259188
1592533158247,2020-06-19T12.19.18.247,78.689,-0.000140563,-0.000194813,-0.000254625
1592533158286,2020-06-19T12.19.18.286,78.728,-0.000141313,-0.000199188,-0.000250438
1592533158327,2020-06-19T12.19.18.327,78.769,-0.000139813,-0.000198438,-0.000245438
1592533158367,2020-06-19T12.19.18.367,78.809,-0.000139813,-0.000204625,-0.000243500
1592533158408,2020-06-19T12.19.18.408,78.850,-0.000136563,-0.000204250,-0.000243188
1592533158447,2020-06-19T12.19.18.447,78.889,-0.000138000,-0.000203875,-0.000243875
1592533158488,2020-06-19T12.19.18.488,78.930,-0.000139438,-0.000198063,-0.000245063
1592533158528,2020-06-19T12.19.18.528,78.970,-0.000138375,-0.000197000,-0.000249250
1592533158569,2020-06-19T12.19.18.569,79.011,-0.000138750,-0.000196250,-0.000247313
1592533158609,2020-06-19T12.19.18.609,79.051,-0.000138750,-0.000197000,-0.000250000
1592533158650,2020-06-19T12.19.18.650,79.092,-0.000139125,-0.000197000,-0.000251875
1592533158689,2020-06-19T12.19.18.689,79.131,-0.000141250,-0.000194125,-0.000256938
1592533158730,2020-06-19T12.19.18.730,79.172,-0.000142375,-0.000192625,-0.000261500
1592533158770,2020-06-19T12.19.18.770,79.212,-0.000139813,-0.000193375,-0.000263125
1592533158811,2020-06-19T12.19.18.811,79.253,-0.000140563,-0.000190813,-0.000264938
1592533158850,2020-06-19T12.19.18.850,79.292,-0.000141625,-0.000191188,-0.000265375
1592533158891,2020-06-19T12.19.18.891,79.333,-0.000141313,-0.000190813,-0.000266938
1592533158931,2020-06-19T12.19.18.931,79.373,-0.000142000,-0.000190813,-0.000267313
1592533158972,2020-06-19T12.19.18.972,79.414,-0.000142375,-0.000190813,-0.000268500
1592533159011,2020-06-19T12.19.19.011,79.453,-0.000140188,-0.000189750,-0.000268875
1592533159052,2020-06-19T12.19.19.052,79.494,-0.000142375,-0.000191188,-0.000269188
1592533159092,2020-06-19T12.19.19.092,79.534,-0.000141625,-0.000189375,-0.000269938
1592533159133,2020-06-19T12.19.19.133,79.575,-0.000140563,-0.000189375,-0.000271125
1592533159173,2020-06-19T12.19.19.173,79.615,-0.000141625,-0.000188688,-0.000271875
1592533159214,2020-06-19T12.19.19.214,79.656,-0.000141250,-0.000188313,-0.000273063
1592533159253,2020-06-19T12.19.19.253,79.695,-0.000143063,-0.000188688,-0.000272188
1592533159294,2020-06-19T12.19.19.294,79.736,-0.000142000,-0.000188313,-0.000272625
1592533159334,2020-06-19T12.19.19.334,79.776,-0.000143438,-0.000189375,-0.000273063
1592533159375,2020-06-19T12.19.19.375,79.817,-0.000144563,-0.000199875,-0.000272625
1592533159414,2020-06-19T12.19.19.414,79.856,-0.000143063,-0.000187938,-0.000272625
1592533159455,2020-06-19T12.19.19.455,79.897,-0.000143063,-0.000188688,-0.000272625
1592533159496,2020-06-19T12.19.19.496,79.938,-0.000143813,-0.000188688,-0.000272188
1592533159536,2020-06-19T12.19.19.536,79.978,-0.000140563,-0.000188313,-0.000272938
1592533159577,2020-06-19T12.19.19.577,80.019,-0.000141250,-0.000187563,-0.000273000
1592533159616,2020-06-19T12.19.19.616,80.058,-0.000140938,-0.000186875,-0.000273000
1592533159657,2020-06-19T12.19.19.657,80.099,-0.000141625,-0.000187188,-0.000272625
1592533159697,2020-06-19T12.19.19.697,80.139,-0.000142000,-0.000190500,-0.000271438
1592533159738,2020-06-19T12.19.19.738,80.180,-0.000141625,-0.000188688,-0.000272313
1592533159778,2020-06-19T12.19.19.778,80.220,-0.000142750,-0.000187938,-0.000272313
1592533159819,2020-06-19T12.19.19.819,80.261,-0.000143063,-0.000193375,-0.000269625
1592533159858,2020-06-19T12.19.19.858,80.300,-0.000142750,-0.000197375,-0.000267688
1592533159899,2020-06-19T12.19.19.899,80.341,-0.000142000,-0.000190813,-0.000268438
1592533159939,2020-06-19T12.19.19.939,80.381,-0.000141250,-0.000192250,-0.000266438
1592533159980,2020-06-19T12.19.19.980,80.422,-0.000142375,-0.000191188,-0.000264188
1592533160019,2020-06-19T12.19.20.019,80.461,-0.000141313,-0.000191563,-0.000263875
1592533160060,2020-06-19T12.19.20.060,80.502,-0.000142000,-0.000192313,-0.000262313
1592533160100,2020-06-19T12.19.20.100,80.542,-0.000139813,-0.000191563,-0.000261563
1592533160141,2020-06-19T12.19.20.141,80.583,-0.000140563,-0.000191563,-0.000262688
1592533160180,2020-06-19T12.19.20.180,80.622,-0.000140563,-0.000191938,-0.000263000
1592533160221,2020-06-19T12.19.20.221,80.663,-0.000140563,-0.000191938,-0.000263813
1592533160261,2020-06-19T12.19.20.261,80.703,-0.000139813,-0.000191938,-0.000264563
1592533160302,2020-06-19T12.19.20.302,80.744,-0.000143063,-0.000190500,-0.000265000
1592533160342,2020-06-19T12.19.20.342,80.784,-0.000142000,-0.000190125,-0.000266500
1592533160383,2020-06-19T12.19.20.383,80.825,-0.000141625,-0.000190125,-0.000268438
1592533160422,2020-06-19T12.19.20.422,80.864,-0.000141250,-0.000189750,-0.000269563
1592533160463,2020-06-19T12.19.20.463,80.905,-0.000141625,-0.000189375,-0.000271063
1592533160503,2020-06-19T12.19.20.503,80.945,-0.000140938,-0.000188313,-0.000273438
1592533160544,2020-06-19T12.19.20.544,80.986,-0.000142750,-0.000188313,-0.000273875
1592533160583,2020-06-19T12.19.20.583,81.025,-0.000141313,-0.000185750,-0.000275375
1592533160624,2020-06-19T12.19.20.624,81.066,-0.000143063,-0.000185375,-0.000279125
1592533160665,2020-06-19T12.19.20.665,81.107,-0.000141625,-0.000184688,-0.000281875
1592533160705,2020-06-19T12.19.20.705,81.147,-0.000141250,-0.000184688,-0.000279938
1592533160746,2020-06-19T12.19.20.746,81.188,-0.000143813,-0.000183938,-0.000280000
1592533160785,2020-06-19T12.19.20.785,81.227,-0.000145250,-0.000182875,-0.000281813
1592533160826,2020-06-19T12.19.20.826,81.268,-0.000145625,-0.000183563,-0.000281500
1592533160866,2020-06-19T12.19.20.866,81.308,-0.000144563,-0.000181750,-0.000282250
1592533160907,2020-06-19T12.19.20.907,81.349,-0.000145625,-0.000182125,-0.000284563
1592533160946,2020-06-19T12.19.20.946,81.388,-0.000146375,-0.000181063,-0.000284500
1592533160988,2020-06-19T12.19.20.988,81.430,-0.000148875,-0.000183938,-0.000283000
1592533161027,2020-06-19T12.19.21.027,81.469,-0.000145250,-0.000183938,-0.000281813
1592533161068,2020-06-19T12.19.21.068,81.510,-0.000146375,-0.000190813,-0.000280625
1592533161108,2020-06-19T12.19.21.108,81.550,-0.000144188,-0.000186875,-0.000277625
1592533161149,2020-06-19T12.19.21.149,81.591,-0.000143438,-0.000188313,-0.000271438
1592533161188,2020-06-19T12.19.21.188,81.630,-0.000140188,-0.000193000,-0.000265000
1592533161229,2020-06-19T12.19.21.229,81.671,-0.000139438,-0.000195188,-0.000258063
1592533161269,2020-06-19T12.19.21.269,81.711,-0.000137625,-0.000196250,-0.000251125
1592533161310,2020-06-19T12.19.21.310,81.752,-0.000137313,-0.000203500,-0.000245438
1592533161349,2020-06-19T12.19.21.349,81.791,-0.000135875,-0.000201313,-0.000242750
1592533161390,2020-06-19T12.19.21.390,81.832,-0.000135125,-0.000198813,-0.000241188
1592533161430,2020-06-19T12.19.21.430,81.872,-0.000135125,-0.000196625,-0.000243938
1592533161471,2020-06-19T12.19.21.471,81.913,-0.000136563,-0.000195563,-0.000248125
1592533161510,2020-06-19T12.19.21.510,81.952,-0.000136563,-0.000196625,-0.000248500
1592533161551,2020-06-19T12.19.21.551,81.993,-0.000135500,-0.000195188,-0.000251563
1592533161592,2020-06-19T12.19.21.592,82.034,-0.000137688,-0.000193000,-0.000257313
1592533161632,2020-06-19T12.19.21.632,82.074,-0.000139500,-0.000192313,-0.000260813
1592533161673,2020-06-19T12.19.21.673,82.115,-0.000138750,-0.000190813,-0.000263438
1592533161713,2020-06-19T12.19.21.713,82.155,-0.000141313,-0.000191188,-0.000265438
1592533161754,2020-06-19T12.19.21.754,82.196,-0.000141250,-0.000189000,-0.000269188
1592533161793,2020-06-19T12.19.21.793,82.235,-0.000141625,-0.000188688,-0.000274188
1592533161834,2020-06-19T12.19.21.834,82.276,-0.000143063,-0.000185750,-0.000278813
1592533161874,2020-06-19T12.19.21.874,82.316,-0.000143813,-0.000182500,-0.000281125
1592533161915,2020-06-19T12.19.21.915,82.357,-0.000144188,-0.000181750,-0.000285688
1592533161954,2020-06-19T12.19.21.954,82.396,-0.000146688,-0.000182500,-0.000282688
1592533161995,2020-06-19T12.19.21.995,82.437,-0.000145250,-0.000183938,-0.000283063
1592533162035,2020-06-19T12.19.22.035,82.477,-0.000144563,-0.000183563,-0.000283750
1592533162076,2020-06-19T12.19.22.076,82.518,-0.000144188,-0.000183938,-0.000282563
1592533162115,2020-06-19T12.19.22.115,82.557,-0.000145250,-0.000184313,-0.000282625
1592533162156,2020-06-19T12.19.22.156,82.598,-0.000145625,-0.000183250,-0.000283063
1592533162196,2020-06-19T12.19.22.196,82.638,-0.000145250,-0.000184313,-0.000281500
1592533162237,2020-06-19T12.19.22.237,82.679,-0.000145250,-0.000184313,-0.000281875
1592533162277,2020-06-19T12.19.22.277,82.719,-0.000146375,-0.000183938,-0.000282938
1592533162318,2020-06-19T12.19.22.318,82.760,-0.000145625,-0.000183250,-0.000282313
1592533162357,2020-06-19T12.19.22.357,82.799,-0.000144188,-0.000184313,-0.000283375
1592533162398,2020-06-19T12.19.22.398,82.840,-0.000145250,-0.000185063,-0.000282688
1592533162439,2020-06-19T12.19.22.439,82.881,-0.000144188,-0.000183563,-0.000282188
1592533162479,2020-06-19T12.19.22.479,82.921,-0.000145250,-0.000182500,-0.000283375
1592533162520,2020-06-19T12.19.22.520,82.962,-0.000145250,-0.000184313,-0.000284188
1592533162559,2020-06-19T12.19.22.559,83.001,-0.000144563,-0.000183563,-0.000284563
1592533162600,2020-06-19T12.19.22.600,83.042,-0.000144188,-0.000181813,-0.000286500
1592533162640,2020-06-19T12.19.22.640,83.082,-0.000146688,-0.000180313,-0.000287688
1592533162681,2020-06-19T12.19.22.681,83.123,-0.000145625,-0.000182875,-0.000286875
1592533162720,2020-06-19T12.19.22.720,83.162,-0.000145250,-0.000180000,-0.000288438
1592533162761,2020-06-19T12.19.22.761,83.203,-0.000145250,-0.000192625,-0.000290375
1592533162801,2020-06-19T12.19.22.801,83.243,-0.000147063,-0.000185063,-0.000288313
1592533162842,2020-06-19T12.19.22.842,83.284,-0.000150313,-0.000183625,-0.000288063
1592533162882,2020-06-19T12.19.22.882,83.324,-0.000148188,-0.000182125,-0.000286875
1592533162923,2020-06-19T12.19.22.923,83.365,-0.000146000,-0.000181813,-0.000286125
1592533162962,2020-06-19T12.19.22.962,83.404,-0.000148500,-0.000183250,-0.000285375
1592533163003,2020-06-19T12.19.23.003,83.445,-0.000146375,-0.000183625,-0.000280000
1592533163043,2020-06-19T12.19.23.043,83.485,-0.000146000,-0.000186125,-0.000279188
1592533163084,2020-06-19T12.19.23.084,83.526,-0.000145250,-0.000185063,-0.000276063
1592533163123,2020-06-19T12.19.23.123,83.565,-0.000143125,-0.000187938,-0.000270813
1592533163164,2020-06-19T12.19.23.164,83.606,-0.000141313,-0.000191188,-0.000261188
1592533163204,2020-06-19T12.19.23.204,83.646,-0.000140188,-0.000194125,-0.000254688
1592533163245,2020-06-19T12.19.23.245,83.687,-0.000136938,-0.000196625,-0.000247750
1592533163284,2020-06-19T12.19.23.284,83.726,-0.000136188,-0.000198438,-0.000241625
1592533163325,2020-06-19T12.19.23.325,83.767,-0.000134375,-0.000201000,-0.000236250
1592533163366,2020-06-19T12.19.23.366,83.808,-0.000135875,-0.000200625,-0.000231250
1592533163406,2020-06-19T12.19.23.406,83.848,-0.000138375,-0.000201000,-0.000228563
