epoch (ms),time (10:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1592533102215,2020-06-19T12.18.22.215,22.657,-0.000138688,-0.000188563,-0.000265938
1592533102255,2020-06-19T12.18.22.255,22.697,-0.000136500,-0.000191500,-0.000263688
1592533102296,2020-06-19T12.18.22.296,22.738,-0.000136500,-0.000187875,-0.000270563
1592533102335,2020-06-19T12.18.22.335,22.777,-0.000138688,-0.000188188,-0.000272063
1592533102376,2020-06-19T12.18.22.376,22.818,-0.000142688,-0.000186438,-0.000274813
1592533102416,2020-06-19T12.18.22.416,22.858,-0.000140875,-0.000186375,-0.000275813
1592533102457,2020-06-19T12.18.22.457,22.899,-0.000139750,-0.000187875,-0.000272063
1592533102498,2020-06-19T12.18.22.498,22.940,-0.000141563,-0.000184563,-0.000275125
1592533102537,2020-06-19T12.18.22.537,22.979,-0.000139750,-0.000184563,-0.000276625
1592533102578,2020-06-19T12.18.22.578,23.020,-0.000140125,-0.000183125,-0.000278188
1592533102618,2020-06-19T12.18.22.618,23.060,-0.000139750,-0.000182750,-0.000278938
1592533102659,2020-06-19T12.18.22.659,23.101,-0.000139063,-0.000182063,-0.000279688
1592533102698,2020-06-19T12.18.22.698,23.140,-0.000139063,-0.000179500,-0.000281375
1592533102739,2020-06-19T12.18.22.739,23.181,-0.000139750,-0.000179188,-0.000282438
1592533102779,2020-06-19T12.18.22.779,23.221,-0.000139438,-0.000176625,-0.000283250
1592533102820,2020-06-19T12.18.22.820,23.262,-0.000141563,-0.000178813,-0.000285500
1592533102860,2020-06-19T12.18.22.860,23.302,-0.000140875,-0.000175938,-0.000285875
1592533102901,2020-06-19T12.18.22.901,23.343,-0.000139750,-0.000174125,-0.000284375
1592533102940,2020-06-19T12.18.22.940,23.382,-0.000139750,-0.000181000,-0.000284375
1592533102981,2020-06-19T12.18.22.981,23.423,-0.000140125,-0.000176625,-0.000285188
1592533103021,2020-06-19T12.18.23.021,23.463,-0.000140500,-0.000176250,-0.000283938
1592533103062,2020-06-19T12.18.23.062,23.504,-0.000141188,-0.000177375,-0.000283125
1592533103101,2020-06-19T12.18.23.101,23.543,-0.000140875,-0.000177688,-0.000282375
1592533103142,2020-06-19T12.18.23.142,23.584,-0.000139063,-0.000179188,-0.000280875
1592533103182,2020-06-19T12.18.23.182,23.624,-0.000139063,-0.000181000,-0.000277500
1592533103223,2020-06-19T12.18.23.223,23.665,-0.000139375,-0.000182063,-0.000276625
1592533103262,2020-06-19T12.18.23.262,23.704,-0.000137625,-0.000184250,-0.000274000
1592533103303,2020-06-19T12.18.23.303,23.745,-0.000137250,-0.000185313,-0.000275500
1592533103343,2020-06-19T12.18.23.343,23.785,-0.000137250,-0.000185688,-0.000271000
1592533103384,2020-06-19T12.18.23.384,23.826,-0.000139063,-0.000187500,-0.000270563
1592533103424,2020-06-19T12.18.23.424,23.866,-0.000140875,-0.000187125,-0.000271000
1592533103465,2020-06-19T12.18.23.465,23.907,-0.000142688,-0.000187500,-0.000271313
1592533103504,2020-06-19T12.18.23.504,23.946,-0.000144813,-0.000186750,-0.000276313
1592533103545,2020-06-19T12.18.23.545,23.987,-0.000145563,-0.000187125,-0.000275563
1592533103586,2020-06-19T12.18.23.586,24.028,-0.000144125,-0.000185688,-0.000275938
1592533103626,2020-06-19T12.18.23.626,24.068,-0.000139750,-0.000184938,-0.000278938
1592533103667,2020-06-19T12.18.23.667,24.109,-0.000136875,-0.000182438,-0.000279813
1592533103706,2020-06-19T12.18.23.706,24.148,-0.000135063,-0.000184250,-0.000275563
1592533103747,2020-06-19T12.18.23.747,24.189,-0.000139063,-0.000187125,-0.000271313
1592533103787,2020-06-19T12.18.23.787,24.229,-0.000140875,-0.000188563,-0.000271000
1592533103828,2020-06-19T12.18.23.828,24.270,-0.000141563,-0.000188188,-0.000272188
1592533103867,2020-06-19T12.18.23.867,24.309,-0.000141563,-0.000187875,-0.000271750
1592533103908,2020-06-19T12.18.23.908,24.350,-0.000141563,-0.000189313,-0.000266750
1592533103948,2020-06-19T12.18.23.948,24.390,-0.000139438,-0.000186063,-0.000270563
1592533103989,2020-06-19T12.18.23.989,24.431,-0.000139375,-0.000187875,-0.000272813
1592533104029,2020-06-19T12.18.24.029,24.471,-0.000142313,-0.000186438,-0.000272875
1592533104070,2020-06-19T12.18.24.070,24.512,-0.000140500,-0.000185688,-0.000274375
1592533104109,2020-06-19T12.18.24.109,24.551,-0.000139750,-0.000184250,-0.000276313
1592533104150,2020-06-19T12.18.24.150,24.592,-0.000140125,-0.000185313,-0.000276375
1592533104190,2020-06-19T12.18.24.190,24.632,-0.000138688,-0.000183125,-0.000276313
1592533104231,2020-06-19T12.18.24.231,24.673,-0.000140875,-0.000183875,-0.000276375
1592533104270,2020-06-19T12.18.24.270,24.712,-0.000140500,-0.000182813,-0.000275563
1592533104311,2020-06-19T12.18.24.311,24.753,-0.000140500,-0.000179563,-0.000276000
1592533104351,2020-06-19T12.18.24.351,24.793,-0.000140875,-0.000181688,-0.000278250
1592533104392,2020-06-19T12.18.24.392,24.834,-0.000141188,-0.000185313,-0.000277875
1592533104431,2020-06-19T12.18.24.431,24.873,-0.000140125,-0.000185313,-0.000278688
1592533104472,2020-06-19T12.18.24.472,24.914,-0.000141188,-0.000181313,-0.000277875
1592533104512,2020-06-19T12.18.24.512,24.954,-0.000139438,-0.000180250,-0.000277500
1592533104553,2020-06-19T12.18.24.553,24.995,-0.000141188,-0.000181000,-0.000277063
1592533104592,2020-06-19T12.18.24.592,25.034,-0.000141938,-0.000181313,-0.000275938
1592533104633,2020-06-19T12.18.24.633,25.075,-0.000139438,-0.000184938,-0.000273313
1592533104675,2020-06-19T12.18.24.675,25.117,-0.000138313,-0.000185688,-0.000269813
1592533104714,2020-06-19T12.18.24.714,25.156,-0.000139750,-0.000186063,-0.000269438
1592533104755,2020-06-19T12.18.24.755,25.197,-0.000139438,-0.000187875,-0.000269875
1592533104795,2020-06-19T12.18.24.795,25.237,-0.000138313,-0.000188563,-0.000272125
1592533104836,2020-06-19T12.18.24.836,25.278,-0.000138313,-0.000184563,-0.000275125
1592533104875,2020-06-19T12.18.24.875,25.317,-0.000139063,-0.000184938,-0.000273625
1592533104916,2020-06-19T12.18.24.916,25.358,-0.000142688,-0.000187500,-0.000273688
1592533104956,2020-06-19T12.18.24.956,25.398,-0.000147000,-0.000186438,-0.000275563
1592533104997,2020-06-19T12.18.24.997,25.439,-0.000149188,-0.000188188,-0.000274875
1592533105036,2020-06-19T12.18.25.036,25.478,-0.000148125,-0.000189688,-0.000271000
1592533105077,2020-06-19T12.18.25.077,25.519,-0.000143000,-0.000187875,-0.000272188
1592533105117,2020-06-19T12.18.25.117,25.559,-0.000138688,-0.000186063,-0.000275625
1592533105158,2020-06-19T12.18.25.158,25.600,-0.000137625,-0.000184938,-0.000274875
1592533105197,2020-06-19T12.18.25.197,25.639,-0.000139063,-0.000187125,-0.000272500
1592533105238,2020-06-19T12.18.25.238,25.680,-0.000140875,-0.000188938,-0.000269125
1592533105278,2020-06-19T12.18.25.278,25.720,-0.000144500,-0.000191813,-0.000274063
1592533105319,2020-06-19T12.18.25.319,25.761,-0.000142688,-0.000188188,-0.000270188
1592533105359,2020-06-19T12.18.25.359,25.801,-0.000144500,-0.000188563,-0.000269875
1592533105400,2020-06-19T12.18.25.400,25.842,-0.000141563,-0.000185688,-0.000274063
1592533105439,2020-06-19T12.18.25.439,25.881,-0.000140500,-0.000186750,-0.000272938
1592533105480,2020-06-19T12.18.25.480,25.922,-0.000139750,-0.000186063,-0.000274000
1592533105521,2020-06-19T12.18.25.521,25.963,-0.000141188,-0.000184938,-0.000277875
1592533105561,2020-06-19T12.18.25.561,26.003,-0.000141563,-0.000181000,-0.000280188
1592533105602,2020-06-19T12.18.25.602,26.044,-0.000142313,-0.000181688,-0.000283188
1592533105641,2020-06-19T12.18.25.641,26.083,-0.000141938,-0.000178813,-0.000283188
1592533105682,2020-06-19T12.18.25.682,26.124,-0.000142313,-0.000181313,-0.000284813
1592533105722,2020-06-19T12.18.25.722,26.164,-0.000143000,-0.000177375,-0.000287063
1592533105763,2020-06-19T12.18.25.763,26.205,-0.000142313,-0.000177688,-0.000286313
1592533105802,2020-06-19T12.18.25.802,26.244,-0.000143375,-0.000175938,-0.000285875
1592533105843,2020-06-19T12.18.25.843,26.285,-0.000141563,-0.000179875,-0.000285875
1592533105883,2020-06-19T12.18.25.883,26.325,-0.000143375,-0.000182813,-0.000284000
1592533105924,2020-06-19T12.18.25.924,26.366,-0.000141563,-0.000177375,-0.000284375
1592533105964,2020-06-19T12.18.25.964,26.406,-0.000139750,-0.000178063,-0.000282875
1592533106005,2020-06-19T12.18.26.005,26.447,-0.000141188,-0.000181000,-0.000280938
1592533106044,2020-06-19T12.18.26.044,26.486,-0.000141250,-0.000182063,-0.000277875
1592533106085,2020-06-19T12.18.26.085,26.527,-0.000139750,-0.000183500,-0.000275625
1592533106125,2020-06-19T12.18.26.125,26.567,-0.000140500,-0.000186063,-0.000276375
1592533106166,2020-06-19T12.18.26.166,26.608,-0.000137938,-0.000183875,-0.000274438
1592533106205,2020-06-19T12.18.26.205,26.647,-0.000135438,-0.000184250,-0.000274063
1592533106246,2020-06-19T12.18.26.246,26.688,-0.000137625,-0.000186063,-0.000274125
1592533106286,2020-06-19T12.18.26.286,26.728,-0.000140500,-0.000186438,-0.000275250
1592533106327,2020-06-19T12.18.26.327,26.769,-0.000142688,-0.000188250,-0.000271375
1592533106366,2020-06-19T12.18.26.366,26.808,-0.000145563,-0.000190375,-0.000267563
1592533106407,2020-06-19T12.18.26.407,26.849,-0.000145188,-0.000189688,-0.000266813
1592533106447,2020-06-19T12.18.26.447,26.889,-0.000144125,-0.000187500,-0.000271000
1592533106488,2020-06-19T12.18.26.488,26.930,-0.000139063,-0.000187500,-0.000273313
1592533106528,2020-06-19T12.18.26.528,26.970,-0.000135438,-0.000183875,-0.000274063
1592533106569,2020-06-19T12.18.26.569,27.011,-0.000135813,-0.000185313,-0.000273688
1592533106608,2020-06-19T12.18.26.608,27.050,-0.000137625,-0.000187500,-0.000270625
1592533106649,2020-06-19T12.18.26.649,27.091,-0.000138688,-0.000189313,-0.000269125
1592533106690,2020-06-19T12.18.26.690,27.132,-0.000138313,-0.000188563,-0.000270625
1592533106730,2020-06-19T12.18.26.730,27.172,-0.000139750,-0.000187875,-0.000269125
1592533106771,2020-06-19T12.18.26.771,27.213,-0.000139438,-0.000186750,-0.000272938
1592533106810,2020-06-19T12.18.26.810,27.252,-0.000138313,-0.000186063,-0.000275250
1592533106851,2020-06-19T12.18.26.851,27.293,-0.000139063,-0.000184625,-0.000275625
1592533106891,2020-06-19T12.18.26.891,27.333,-0.000141250,-0.000183125,-0.000277875
1592533106932,2020-06-19T12.18.26.932,27.374,-0.000142313,-0.000182063,-0.000279125
1592533106971,2020-06-19T12.18.26.971,27.413,-0.000141563,-0.000181688,-0.000279500
1592533107012,2020-06-19T12.18.27.012,27.454,-0.000141938,-0.000180625,-0.000280938
1592533107052,2020-06-19T12.18.27.052,27.494,-0.000142688,-0.000180625,-0.000280188
1592533107093,2020-06-19T12.18.27.093,27.535,-0.000141250,-0.000179875,-0.000279813
1592533107133,2020-06-19T12.18.27.133,27.575,-0.000143375,-0.000181313,-0.000279813
1592533107174,2020-06-19T12.18.27.174,27.616,-0.000143375,-0.000182813,-0.000279063
1592533107213,2020-06-19T12.18.27.213,27.655,-0.000142688,-0.000181313,-0.000277875
1592533107254,2020-06-19T12.18.27.254,27.696,-0.000141938,-0.000182063,-0.000277563
1592533107294,2020-06-19T12.18.27.294,27.736,-0.000142313,-0.000187500,-0.000276438
1592533107335,2020-06-19T12.18.27.335,27.777,-0.000143000,-0.000190750,-0.000276000
1592533107374,2020-06-19T12.18.27.374,27.816,-0.000142688,-0.000186438,-0.000274500
1592533107415,2020-06-19T12.18.27.415,27.857,-0.000140875,-0.000184938,-0.000273688
1592533107455,2020-06-19T12.18.27.455,27.897,-0.000143375,-0.000186438,-0.000271813
1592533107496,2020-06-19T12.18.27.496,27.938,-0.000140125,-0.000186438,-0.000273313
1592533107535,2020-06-19T12.18.27.535,27.977,-0.000140125,-0.000184250,-0.000275250
1592533107576,2020-06-19T12.18.27.576,28.018,-0.000139750,-0.000185313,-0.000276375
1592533107616,2020-06-19T12.18.27.616,28.058,-0.000140500,-0.000184250,-0.000278313
1592533107657,2020-06-19T12.18.27.657,28.099,-0.000138313,-0.000183500,-0.000277875
1592533107698,2020-06-19T12.18.27.698,28.140,-0.000141188,-0.000184250,-0.000275625
1592533107738,2020-06-19T12.18.27.738,28.180,-0.000142688,-0.000187500,-0.000274063
1592533107779,2020-06-19T12.18.27.779,28.221,-0.000145938,-0.000187500,-0.000274875
1592533107818,2020-06-19T12.18.27.818,28.260,-0.000147000,-0.000187125,-0.000275625
1592533107859,2020-06-19T12.18.27.859,28.301,-0.000144500,-0.000188938,-0.000271063
1592533107899,2020-06-19T12.18.27.899,28.341,-0.000142313,-0.000187125,-0.000273750
1592533107940,2020-06-19T12.18.27.940,28.382,-0.000137938,-0.000184938,-0.000274875
1592533107979,2020-06-19T12.18.27.979,28.421,-0.000137625,-0.000185688,-0.000273000
1592533108020,2020-06-19T12.18.28.020,28.462,-0.000137250,-0.000187875,-0.000271813
1592533108060,2020-06-19T12.18.28.060,28.502,-0.000140875,-0.000188250,-0.000272188
1592533108101,2020-06-19T12.18.28.101,28.543,-0.000139750,-0.000185313,-0.000274125
1592533108140,2020-06-19T12.18.28.140,28.582,-0.000138688,-0.000186438,-0.000272563
1592533108181,2020-06-19T12.18.28.181,28.623,-0.000139750,-0.000187500,-0.000270625
1592533108221,2020-06-19T12.18.28.221,28.663,-0.000141938,-0.000187125,-0.000274063
1592533108262,2020-06-19T12.18.28.262,28.704,-0.000141563,-0.000186063,-0.000276000
1592533108301,2020-06-19T12.18.28.301,28.743,-0.000142313,-0.000184625,-0.000277875
1592533108342,2020-06-19T12.18.28.342,28.784,-0.000140875,-0.000182063,-0.000282500
1592533108382,2020-06-19T12.18.28.382,28.824,-0.000140125,-0.000181313,-0.000282125
1592533108423,2020-06-19T12.18.28.423,28.865,-0.000140125,-0.000179563,-0.000282875
1592533108463,2020-06-19T12.18.28.463,28.905,-0.000142313,-0.000179563,-0.000284000
1592533108504,2020-06-19T12.18.28.504,28.946,-0.000139750,-0.000174813,-0.000285938
1592533108543,2020-06-19T12.18.28.543,28.985,-0.000139063,-0.000175188,-0.000284438
1592533108584,2020-06-19T12.18.28.584,29.026,-0.000143000,-0.000177000,-0.000282875
1592533108625,2020-06-19T12.18.28.625,29.067,-0.000140125,-0.000178438,-0.000283313
1592533108665,2020-06-19T12.18.28.665,29.107,-0.000139438,-0.000180625,-0.000283250
1592533108706,2020-06-19T12.18.28.706,29.148,-0.000139063,-0.000179188,-0.000280188
1592533108745,2020-06-19T12.18.28.745,29.187,-0.000139438,-0.000184250,-0.000278313
1592533108786,2020-06-19T12.18.28.786,29.228,-0.000139438,-0.000185688,-0.000276063
1592533108826,2020-06-19T12.18.28.826,29.268,-0.000138313,-0.000186063,-0.000273000
1592533108867,2020-06-19T12.18.28.867,29.309,-0.000138688,-0.000187875,-0.000271000
1592533108906,2020-06-19T12.18.28.906,29.348,-0.000137250,-0.000185688,-0.000269563
1592533108947,2020-06-19T12.18.28.947,29.389,-0.000137625,-0.000186063,-0.000268750
1592533108987,2020-06-19T12.18.28.987,29.429,-0.000135438,-0.000184250,-0.000271063
1592533109028,2020-06-19T12.18.29.028,29.470,-0.000134688,-0.000183500,-0.000274125
1592533109068,2020-06-19T12.18.29.068,29.510,-0.000134688,-0.000186438,-0.000272625
1592533109109,2020-06-19T12.18.29.109,29.551,-0.000137250,-0.000187125,-0.000273000
1592533109148,2020-06-19T12.18.29.148,29.590,-0.000140125,-0.000187500,-0.000274125
1592533109189,2020-06-19T12.18.29.189,29.631,-0.000141563,-0.000186063,-0.000274875
1592533109229,2020-06-19T12.18.29.229,29.671,-0.000144500,-0.000187500,-0.000273313
1592533109270,2020-06-19T12.18.29.270,29.712,-0.000143063,-0.000188563,-0.000272250
1592533109309,2020-06-19T12.18.29.309,29.751,-0.000140875,-0.000186750,-0.000272625
1592533109350,2020-06-19T12.18.29.350,29.792,-0.000138688,-0.000186063,-0.000275688
1592533109390,2020-06-19T12.18.29.390,29.832,-0.000138688,-0.000184625,-0.000274875
1592533109431,2020-06-19T12.18.29.431,29.873,-0.000139750,-0.000186063,-0.000274125
1592533109470,2020-06-19T12.18.29.470,29.912,-0.000142688,-0.000186750,-0.000273750
1592533109511,2020-06-19T12.18.29.511,29.953,-0.000144125,-0.000198375,-0.000272250
1592533109551,2020-06-19T12.18.29.551,29.993,-0.000140125,-0.000187875,-0.000271500
1592533109592,2020-06-19T12.18.29.592,30.034,-0.000140125,-0.000189688,-0.000269938
1592533109632,2020-06-19T12.18.29.632,30.074,-0.000139750,-0.000187125,-0.000271813
1592533109673,2020-06-19T12.18.29.673,30.115,-0.000142688,-0.000184938,-0.000274875
1592533109712,2020-06-19T12.18.29.712,30.154,-0.000143063,-0.000186063,-0.000276813
1592533109753,2020-06-19T12.18.29.753,30.195,-0.000143063,-0.000186063,-0.000277188
1592533109794,2020-06-19T12.18.29.794,30.236,-0.000141938,-0.000183875,-0.000278313
1592533109834,2020-06-19T12.18.29.834,30.276,-0.000141563,-0.000180250,-0.000280563
1592533109875,2020-06-19T12.18.29.875,30.317,-0.000140500,-0.000181000,-0.000282188
1592533109914,2020-06-19T12.18.29.914,30.356,-0.000143063,-0.000179188,-0.000283313
1592533109955,2020-06-19T12.18.29.955,30.397,-0.000139750,-0.000175563,-0.000283688
1592533109995,2020-06-19T12.18.29.995,30.437,-0.000140500,-0.000178063,-0.000282563
1592533110036,2020-06-19T12.18.30.036,30.478,-0.000142313,-0.000177750,-0.000282188
1592533110075,2020-06-19T12.18.30.075,30.517,-0.000140125,-0.000177375,-0.000282625
1592533110116,2020-06-19T12.18.30.116,30.558,-0.000142313,-0.000177750,-0.000282188
1592533110156,2020-06-19T12.18.30.156,30.598,-0.000140875,-0.000179188,-0.000280188
1592533110197,2020-06-19T12.18.30.197,30.639,-0.000140125,-0.000183875,-0.000277563
1592533110237,2020-06-19T12.18.30.237,30.679,-0.000141250,-0.000188563,-0.000275250
1592533110278,2020-06-19T12.18.30.278,30.720,-0.000141563,-0.000185688,-0.000272250
1592533110317,2020-06-19T12.18.30.317,30.759,-0.000137625,-0.000184250,-0.000273000
1592533110358,2020-06-19T12.18.30.358,30.800,-0.000138688,-0.000185313,-0.000274063
1592533110398,2020-06-19T12.18.30.398,30.840,-0.000139750,-0.000182813,-0.000281750
1592533110439,2020-06-19T12.18.30.439,30.881,-0.000140500,-0.000175188,-0.000294000
1592533110478,2020-06-19T12.18.30.478,30.920,-0.000145188,-0.000173375,-0.000297813
1592533110519,2020-06-19T12.18.30.519,30.961,-0.000150625,-0.000173750,-0.000296750
1592533110559,2020-06-19T12.18.30.559,31.001,-0.000151375,-0.000174438,-0.000295563
1592533110600,2020-06-19T12.18.30.600,31.042,-0.000149563,-0.000175938,-0.000293250
1592533110639,2020-06-19T12.18.30.639,31.081,-0.000148813,-0.000177750,-0.000292500
1592533110680,2020-06-19T12.18.30.680,31.122,-0.000144125,-0.000177750,-0.000291750
1592533110720,2020-06-19T12.18.30.720,31.162,-0.000141250,-0.000177375,-0.000290188
1592533110761,2020-06-19T12.18.30.761,31.203,-0.000140125,-0.000179188,-0.000284813
1592533110800,2020-06-19T12.18.30.800,31.242,-0.000144125,-0.000183875,-0.000281063
1592533110842,2020-06-19T12.18.30.842,31.284,-0.000144500,-0.000184250,-0.000279500
1592533110883,2020-06-19T12.18.30.883,31.325,-0.000142313,-0.000184250,-0.000279125
1592533110922,2020-06-19T12.18.30.922,31.364,-0.000142313,-0.000183875,-0.000279813
1592533110963,2020-06-19T12.18.30.963,31.405,-0.000141563,-0.000184250,-0.000281375
1592533111003,2020-06-19T12.18.31.003,31.445,-0.000142313,-0.000183188,-0.000282563
1592533111044,2020-06-19T12.18.31.044,31.486,-0.000143750,-0.000183500,-0.000281000
1592533111083,2020-06-19T12.18.31.083,31.525,-0.000143375,-0.000182813,-0.000281000
1592533111124,2020-06-19T12.18.31.124,31.566,-0.000143375,-0.000180625,-0.000283688
1592533111164,2020-06-19T12.18.31.164,31.606,-0.000141938,-0.000179563,-0.000284438
1592533111205,2020-06-19T12.18.31.205,31.647,-0.000141563,-0.000176250,-0.000285625
1592533111244,2020-06-19T12.18.31.244,31.686,-0.000143063,-0.000175188,-0.000288313
1592533111285,2020-06-19T12.18.31.285,31.727,-0.000143063,-0.000173750,-0.000289125
1592533111325,2020-06-19T12.18.31.325,31.767,-0.000142688,-0.000174500,-0.000286500
1592533111366,2020-06-19T12.18.31.366,31.808,-0.000142313,-0.000175563,-0.000286438
1592533111405,2020-06-19T12.18.31.405,31.847,-0.000144500,-0.000177750,-0.000283688
1592533111446,2020-06-19T12.18.31.446,31.888,-0.000141250,-0.000178813,-0.000283375
1592533111486,2020-06-19T12.18.31.486,31.928,-0.000142688,-0.000178125,-0.000282250
1592533111527,2020-06-19T12.18.31.527,31.969,-0.000141563,-0.000181688,-0.000280000
1592533111567,2020-06-19T12.18.31.567,32.009,-0.000139750,-0.000182813,-0.000278000
1592533111608,2020-06-19T12.18.31.608,32.050,-0.000139750,-0.000185313,-0.000277938
1592533111647,2020-06-19T12.18.31.647,32.089,-0.000140125,-0.000189688,-0.000278438
1592533111688,2020-06-19T12.18.31.688,32.130,-0.000140500,-0.000188563,-0.000278000
1592533111728,2020-06-19T12.18.31.728,32.170,-0.000137938,-0.000186438,-0.000278750
1592533111769,2020-06-19T12.18.31.769,32.211,-0.000136500,-0.000183500,-0.000278750
1592533111808,2020-06-19T12.18.31.808,32.250,-0.000137250,-0.000183500,-0.000278750
1592533111849,2020-06-19T12.18.31.849,32.291,-0.000143375,-0.000184625,-0.000279500
1592533111889,2020-06-19T12.18.31.889,32.331,-0.000144125,-0.000183500,-0.000279875
1592533111930,2020-06-19T12.18.31.930,32.372,-0.000146688,-0.000183500,-0.000280313
1592533111969,2020-06-19T12.18.31.969,32.411,-0.000142688,-0.000183500,-0.000282625
1592533112010,2020-06-19T12.18.32.010,32.452,-0.000139750,-0.000182063,-0.000283000
1592533112050,2020-06-19T12.18.32.050,32.492,-0.000141250,-0.000180625,-0.000285250
1592533112091,2020-06-19T12.18.32.091,32.533,-0.000141563,-0.000182063,-0.000283688
1592533112132,2020-06-19T12.18.32.132,32.574,-0.000143375,-0.000183188,-0.000280688
1592533112172,2020-06-19T12.18.32.172,32.614,-0.000141938,-0.000182813,-0.000280000
1592533112213,2020-06-19T12.18.32.213,32.655,-0.000141563,-0.000186750,-0.000277563
1592533112252,2020-06-19T12.18.32.252,32.694,-0.000139750,-0.000183500,-0.000279563
1592533112293,2020-06-19T12.18.32.293,32.735,-0.000141563,-0.000180625,-0.000283688
1592533112333,2020-06-19T12.18.32.333,32.775,-0.000140500,-0.000180250,-0.000284063
1592533112374,2020-06-19T12.18.32.374,32.816,-0.000141938,-0.000179875,-0.000286375
1592533112413,2020-06-19T12.18.32.413,32.855,-0.000142688,-0.000179188,-0.000286375
1592533112454,2020-06-19T12.18.32.454,32.896,-0.000140500,-0.000178438,-0.000285688
1592533112494,2020-06-19T12.18.32.494,32.936,-0.000140500,-0.000178438,-0.000286063
1592533112535,2020-06-19T12.18.32.535,32.977,-0.000140125,-0.000176313,-0.000285688
1592533112574,2020-06-19T12.18.32.574,33.016,-0.000140500,-0.000177000,-0.000286813
1592533112615,2020-06-19T12.18.32.615,33.057,-0.000141563,-0.000175938,-0.000286375
1592533112655,2020-06-19T12.18.32.655,33.097,-0.000140875,-0.000174500,-0.000286063
1592533112696,2020-06-19T12.18.32.696,33.138,-0.000141250,-0.000174125,-0.000284875
1592533112736,2020-06-19T12.18.32.736,33.178,-0.000142688,-0.000175938,-0.000286063
1592533112777,2020-06-19T12.18.32.777,33.219,-0.000141938,-0.000177750,-0.000284500
1592533112816,2020-06-19T12.18.32.816,33.258,-0.000140875,-0.000175188,-0.000285250
1592533112857,2020-06-19T12.18.32.857,33.299,-0.000140125,-0.000175563,-0.000283438
1592533112897,2020-06-19T12.18.32.897,33.339,-0.000140125,-0.000179188,-0.000280750
1592533112938,2020-06-19T12.18.32.938,33.380,-0.000140125,-0.000182063,-0.000276125
1592533112977,2020-06-19T12.18.32.977,33.419,-0.000139438,-0.000186063,-0.000271188
1592533113018,2020-06-19T12.18.33.018,33.460,-0.000138688,-0.000190063,-0.000263875
1592533113058,2020-06-19T12.18.33.058,33.500,-0.000139063,-0.000195813,-0.000260813
1592533113099,2020-06-19T12.18.33.099,33.541,-0.000138688,-0.000193688,-0.000265750
1592533113138,2020-06-19T12.18.33.138,33.580,-0.000135438,-0.000187875,-0.000273375
1592533113179,2020-06-19T12.18.33.179,33.621,-0.000137250,-0.000184250,-0.000278750
1592533113219,2020-06-19T12.18.33.219,33.661,-0.000140125,-0.000184625,-0.000280688
1592533113260,2020-06-19T12.18.33.260,33.702,-0.000145938,-0.000183500,-0.000281438
1592533113301,2020-06-19T12.18.33.301,33.743,-0.000146688,-0.000184250,-0.000281125
1592533113341,2020-06-19T12.18.33.341,33.783,-0.000148500,-0.000186063,-0.000275750
1592533113382,2020-06-19T12.18.33.382,33.824,-0.000145188,-0.000187125,-0.000275688
1592533113421,2020-06-19T12.18.33.421,33.863,-0.000141250,-0.000185688,-0.000275313
1592533113462,2020-06-19T12.18.33.462,33.904,-0.000141938,-0.000185000,-0.000276500
1592533113502,2020-06-19T12.18.33.502,33.944,-0.000141250,-0.000184250,-0.000280313
1592533113543,2020-06-19T12.18.33.543,33.985,-0.000142313,-0.000184250,-0.000281063
1592533113582,2020-06-19T12.18.33.582,34.024,-0.000143375,-0.000184250,-0.000278750
1592533113623,2020-06-19T12.18.33.623,34.065,-0.000141938,-0.000186063,-0.000279125
1592533113663,2020-06-19T12.18.33.663,34.105,-0.000143063,-0.000186063,-0.000277250
1592533113704,2020-06-19T12.18.33.704,34.146,-0.000141563,-0.000185313,-0.000276813
1592533113743,2020-06-19T12.18.33.743,34.185,-0.000142313,-0.000183875,-0.000279125
1592533113784,2020-06-19T12.18.33.784,34.226,-0.000140125,-0.000185688,-0.000278000
1592533113824,2020-06-19T12.18.33.824,34.266,-0.000140125,-0.000186063,-0.000274563
1592533113865,2020-06-19T12.18.33.865,34.307,-0.000140500,-0.000185313,-0.000275250
1592533113904,2020-06-19T12.18.33.904,34.346,-0.000141938,-0.000182813,-0.000280000
1592533113946,2020-06-19T12.18.33.946,34.388,-0.000141250,-0.000178813,-0.000280625
1592533113985,2020-06-19T12.18.33.985,34.427,-0.000141938,-0.000180250,-0.000283438
1592533114026,2020-06-19T12.18.34.026,34.468,-0.000142313,-0.000178125,-0.000284563
1592533114066,2020-06-19T12.18.34.066,34.508,-0.000142313,-0.000174813,-0.000283375
1592533114107,2020-06-19T12.18.34.107,34.549,-0.000139750,-0.000177375,-0.000282625
1592533114146,2020-06-19T12.18.34.146,34.588,-0.000141250,-0.000176625,-0.000283000
1592533114187,2020-06-19T12.18.34.187,34.629,-0.000139750,-0.000178063,-0.000282625
1592533114227,2020-06-19T12.18.34.227,34.669,-0.000140125,-0.000179188,-0.000281000
1592533114268,2020-06-19T12.18.34.268,34.710,-0.000139750,-0.000181688,-0.000278750
1592533114307,2020-06-19T12.18.34.307,34.749,-0.000139063,-0.000182063,-0.000277938
1592533114348,2020-06-19T12.18.34.348,34.790,-0.000139750,-0.000186438,-0.000274188
1592533114388,2020-06-19T12.18.34.388,34.830,-0.000138313,-0.000187500,-0.000271063
